Taskset,Algorithm,Number of Tasks,Utilization,Schedulable
tasksets/80-percent/14-tasks/taskset-333,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-333,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-334,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-334,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-334,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-335,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-335,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-335,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-336,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-336,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-336,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-337,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-337,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-337,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-338,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-338,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-338,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-339,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-339,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-339,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-34,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-34,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-34,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-340,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-340,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-340,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-341,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-341,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-341,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-342,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-342,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-342,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-343,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-343,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-343,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-344,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-344,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-344,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-345,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-345,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-345,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-346,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-346,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-346,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-347,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-347,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-347,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-348,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-348,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-348,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-349,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-349,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-349,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-35,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-35,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-35,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-350,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-350,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-350,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-351,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-351,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-351,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-352,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-352,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-352,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-353,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-353,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-353,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-354,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-354,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-354,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-355,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-355,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-355,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-356,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-356,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-356,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-357,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-357,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-357,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-358,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-358,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-358,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-359,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-359,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-359,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-36,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-36,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-36,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-360,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-360,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-360,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-361,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-361,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-361,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-362,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-362,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-362,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-363,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-363,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-363,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-364,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-364,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-364,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-365,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-365,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-365,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-366,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-366,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-366,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-367,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-367,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-367,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-368,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-368,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-368,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-369,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-369,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-369,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-37,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-37,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-37,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-370,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-370,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-370,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-371,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-371,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-371,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-372,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-372,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-372,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-373,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-373,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-373,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-374,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-374,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-374,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-375,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-375,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-375,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-376,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-376,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-376,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-377,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-377,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-377,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-378,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-378,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-378,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-379,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-379,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-379,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-38,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-38,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-38,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-380,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-380,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-380,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-381,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-381,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-381,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-382,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-382,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-382,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-383,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-383,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-383,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-384,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-384,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-384,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-385,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-385,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-385,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-386,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-386,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-386,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-387,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-387,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-387,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-388,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-388,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-388,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-389,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-389,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-389,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-39,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-39,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-39,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-390,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-390,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-390,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-391,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-391,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-391,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-392,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-392,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-392,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-393,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-393,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-393,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-394,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-394,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-394,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-395,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-395,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-395,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-396,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-396,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-396,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-397,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-397,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-397,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-398,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-398,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-398,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-399,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-399,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-399,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-4,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-4,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-4,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-40,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-40,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-40,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-400,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-400,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-400,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-401,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-401,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-401,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-402,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-402,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-402,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-403,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-403,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-403,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-404,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-404,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-404,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-405,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-405,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-405,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-406,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-406,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-406,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-407,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-407,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-407,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-408,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-408,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-408,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-409,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-409,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-409,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-41,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-41,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-41,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-410,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-410,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-410,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-411,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-411,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-411,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-412,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-412,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-412,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-413,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-413,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-413,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-414,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-414,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-414,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-415,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-415,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-415,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-416,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-416,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-416,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-417,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-417,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-417,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-418,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-418,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-418,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-419,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-419,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-419,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-42,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-42,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-42,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-420,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-420,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-420,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-421,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-421,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-421,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-422,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-422,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-422,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-423,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-423,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-423,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-424,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-424,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-424,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-425,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-425,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-425,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-426,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-426,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-426,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-427,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-427,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-427,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-428,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-428,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-428,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-429,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-429,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-429,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-43,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-43,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-43,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-430,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-430,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-430,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-431,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-431,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-431,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-432,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-432,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-432,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-433,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-433,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-433,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-434,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-434,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-434,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-435,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-435,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-435,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-436,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-436,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-436,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-437,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-437,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-437,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-438,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-438,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-438,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-439,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-439,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-439,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-44,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-44,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-44,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-440,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-440,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-440,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-441,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-441,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-441,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-442,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-442,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-442,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-443,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-443,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-443,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-444,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-444,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-444,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-445,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-445,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-445,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-446,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-446,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-446,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-447,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-447,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-447,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-448,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-448,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-448,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-449,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-449,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-449,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-45,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-45,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-45,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-450,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-450,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-450,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-451,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-451,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-451,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-452,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-452,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-452,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-453,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-453,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-453,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-454,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-454,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-454,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-455,dm,14,80%,3
tasksets/80-percent/14-tasks/taskset-455,edf,14,80%,2
tasksets/80-percent/14-tasks/taskset-455,rr,14,80%,2
tasksets/80-percent/14-tasks/taskset-456,dm,14,80%,1
tasksets/80-percent/14-tasks/taskset-456,edf,14,80%,0
tasksets/80-percent/14-tasks/taskset-456,rr,14,80%,2
